Reservoir,Environment,Drilling,DrillingAndDevelopment,LandUse,Fracking,Exploration,SurveyTruck,SurveyShip,LNGLiquefaction,LNGTransport,LNGRegasification,SeparationTemporary,FluidProduction,FluidInjection,Maintenance,CrudeSeparationAndHandling,BitumenUpgradingOrDistilation,WasteTreatmentAndDisposal,SourGasInjectionWells,GasPartitionA,GasPartitionB,FuelGasConsumed,FuelGasImports,WasteDisposal,GasDistribution,ElectricityGenAndImports,NGLOrDiluentProdAndImports,DownholePump,CrudeStorage,GasLiftingCompressor,BitumenMining,WaterInjection,GasReinjectionCompressor,GasFloodingCompressor,CO2ReinjectionCompressor,SourGasReinjectionCompressor,HCGasInjectionWells,CO2InjectionWells,GasFloodWells,SteamInjectionWells,Flaring,ProducedWaterTreatment,MakeupWaterTreatment,SteamGeneration,CrudeOilDewatering,CrudeOilStabilization,HeavyOilUpgrading,HeavyOilDilution,GasGathering,GasDehydration,AcidGasRemoval,Demethanizer,Chiller,PreMembraneCompressor,CO2Membrane,RyanHolmes,VRUCompressor,Venting,Separation,CrudeTransport,CrudeOilTransport,CrudeOilStorage,StorageCompressor,PostStorageCompressor,GasStorageWells,StorageSeparator,GasTransmissionCompressors,DiluentTransport,PetcokeTransport,ReservoirWellInterface
0.0016455836499886431,0.0026252830683443844,0.0028695660445559584,0.002573687491713425,0.002853809039783735,0.0028105311313768823,0.0018131848150640026,0.002821122168869564,0.0012100721848377304,0.0017800114207277605,0.002618735414706202,0.0017030097904610888,0.001038349010496327,0.0020807576448648706,0.0018696126602379924,0.0012436632815886301,0.0027238428175546895,0.0018957078614577944,0.002721553564628469,0.002745103922765927,0.002564350277728757,0.0027283901862666946,0.002474971435625122,0.0012272274386293666,0.001082544849246181,0.0024620764861676926,0.0011577765860692104,0.0012173258405889383,0.001363820398902296,0.0025477891441470146,0.0012166999185572345,0.002881034257158882,0.002183442537251316,0.0018156658214528898,0.0014317804869063392,0.0016070921780003524,0.0017691778994095605,0.0019279956759715756,0.0012015683618025047,0.001265652875734949,0.0026536129607243244,0.0018159365967343158,0.0011843505268698247,0.002697689393810397,0.0012580264401013245,0.0010652208922002817,0.0025388254747854017,0.0025446847221211955,0.002933402036735128,0.0013908374528475323,0.0012745748006055407,0.002705837970693833,0.0010289973041469201,0.0024412813267044578,0.001674201942129663,0.0013179076601380754,0.0028820002094936716,0.0011713423772368888,0.0010469466109076354,0.0015386783112735923,0.0010613087003605633,0.0028852140603688337,0.002141539621154593,0.002606715798503644,0.0023108181650674207,0.002344796235832905,0.002907065241083483,0.00137681932731253,0.0016437813468191042,0.0017173161334944668,0.0011523351044453118
0.0013572215727499187,0.0022471100445226717,0.0014924019767240393,0.0029156465755537505,0.0021078066562343198,0.001978814536434028,0.002540749844155683,0.0012641506951121529,0.002343920343417052,0.002710711409239774,0.0011084503493615507,0.0019614709615880265,0.001002407224858422,0.0013383569581011832,0.0010948738291279183,0.002676615196261965,0.0027348009554837354,0.0012326235455565045,0.0027334929668013114,0.0013849082054144487,0.0017121745605220258,0.002779600949538593,0.0012637112563173292,0.0012954735677899653,0.0016138088319967918,0.0029249587098782873,0.002861621490253162,0.0020069458153952075,0.0020390452471339545,0.0029267302703138544,0.002362229255315483,0.0017528035081985252,0.0019344850576780792,0.0022657267625947226,0.0026134249169466705,0.002401186087072647,0.0025559386629439695,0.0012864264777561756,0.0026094658941559845,0.0013673193595995638,0.0022853920440591815,0.002663533425516497,0.0017986980337329178,0.0018729285741192984,0.002959713703438658,0.001213502985843316,0.0016379349847472492,0.001537386362968719,0.0010716375784756854,0.0022853395798093203,0.0027167660374368815,0.0013041793432605078,0.002154420852962394,0.001173979043772931,0.0011629135107627244,0.002048859849716512,0.002883540768077247,0.0015558668947027489,0.0022902127479115936,0.001501095869821068,0.0014924760936511877,0.002183638662657245,0.0018147510243678882,0.00290098301823877,0.0025034625354264494,0.0024939926106883757,0.0017930601090137064,0.0022088118276977955,0.001371239743354,0.0025680921515282987,0.0020235001745395383
0.001757218646798552,0.0025855274766757707,0.0019397363229591395,0.0029877103134164705,0.0023779712274323407,0.002764833423542814,0.0022144093029706343,0.0010525091834843133,0.002423793794114545,0.0015357867211197597,0.0011356488302092945,0.0013957309404925766,0.0013977502998016764,0.001521718528555792,0.0011573513620534138,0.0012831108494031466,0.002672143961862548,0.0016480001674904488,0.0011335444569731353,0.0011841582290359357,0.0021844377042295063,0.0026672994446416886,0.0021714474838229656,0.0015293764138900306,0.0020798503043432306,0.0024901582371965473,0.0026384426122266482,0.0029469324213841084,0.0029954351875580367,0.0021722128010510096,0.0012467118906053746,0.0025932909888890386,0.0013314840651595075,0.0015926087946058977,0.001022016193375104,0.0017011360458928338,0.00230936590561072,0.0015837586375477073,0.002639317053161128,0.0018957797494011843,0.0019106153745237274,0.002525502737478413,0.0027907719373522176,0.0011900625394837489,0.0020816934458643176,0.0022082833095622206,0.0023030960115455208,0.0023580596817310132,0.002791222799173409,0.0016584974638773622,0.0022829640193825097,0.0021099925499669355,0.0019433073502956796,0.002370648078969418,0.0011038252274488609,0.001995238031420867,0.0017047468169715226,0.0013294969768752676,0.001904915320857764,0.0019190281007897914,0.0026933425315165136,0.0029787065735284216,0.0016408163465902149,0.0025823039033133445,0.0026497037625477496,0.002220786473185842,0.0029399915239680836,0.0018471114837065948,0.002267293159649306,0.0011405242861810111,0.0012751568652435421
0.002331114691542845,0.001967402201031358,0.0026527602150111526,0.0028965823728472487,0.002735928042111504,0.0011336542549248224,0.0011123326023616106,0.002759997355042486,0.002800402108906224,0.0027756675335131216,0.0012375040832863736,0.0012466886712550831,0.002660635534367812,0.0023392948072311253,0.0023384582883209824,0.0025950468532507584,0.002737447151293682,0.002985179507205639,0.0012915192783164965,0.002831582480255722,0.0027969105488746806,0.002689583311124044,0.0010605981481123434,0.002056716315700525,0.0016895682182063714,0.001507320611886458,0.00243045200850943,0.001388014910738226,0.00201599372402696,0.001471273193779916,0.0018643239055546287,0.0011722481208332313,0.001057213426272946,0.0014742350468218207,0.0019292779744065497,0.002965067555040197,0.0025213754084973364,0.0025892961714456663,0.0025179936172509275,0.0019739999935314743,0.0019543639122920516,0.002980967790520422,0.002965716254296624,0.001327352400912226,0.0023117340733772207,0.0022875927179693643,0.002955218683077728,0.0027535493229175366,0.0011847276192993228,0.00286867497672599,0.0029298137691419345,0.002271498126014137,0.002996244062852521,0.0011933890240667197,0.002758489865475805,0.0024032501544513024,0.002527860664237511,0.002174999425713227,0.0023032126490303145,0.0024893015647873143,0.0029257757209078233,0.0018994673614903053,0.0013115716760825397,0.0012156237409689926,0.0019415640579914378,0.0016805025664748435,0.0011400483694130874,0.0020154552741356285,0.0027103280177787283,0.0013193235371396566,0.0012316320445017522
0.0019335813432885276,0.002250964728618407,0.0022849370313466613,0.002007132118857077,0.0014774242867177509,0.0019646593204230988,0.002045426738294078,0.0016606843256597118,0.0014710753538776844,0.0022237585612204704,0.0026228535899759514,0.002657898208502326,0.001561513074410987,0.0018698263641187597,0.0028380187320075577,0.0025270392829488298,0.00239522319671607,0.0016344474385982524,0.0014047632120470922,0.0012506813671652732,0.0029203034682109413,0.0015968119120123832,0.0020776122545019876,0.002299801476016211,0.0020101520325916185,0.0018219263660576017,0.0029978086673141994,0.0016064876145741626,0.002489365408568087,0.002997691249695504,0.0022601289122951658,0.001982549970160075,0.002451771576468929,0.002996163028985106,0.0010607224220984665,0.0014134131160117268,0.001203803591695855,0.0012415917008393566,0.0016477362210725222,0.0022738053664307675,0.0021158926879863106,0.0014148084303377217,0.0024784842228835584,0.002096634654719872,0.0025162865894735997,0.0022851048283767045,0.0019476352481120835,0.0016164086293051997,0.0011200684526139538,0.0019126852282184198,0.002887298076558579,0.001113865595001981,0.001110439567644276,0.00232995632479166,0.002860396426446644,0.0012073866088834913,0.0026032294924657083,0.0020170783214595632,0.0021672456361144154,0.0026293652818272575,0.0012737607769544204,0.002821860136581305,0.0016712597976984228,0.0023440748019478855,0.0027606669553519834,0.001072057097398494,0.0016874958783394622,0.002519125292159481,0.00288069309042105,0.001615005731794015,0.002477032351423156
0.0012952705577444123,0.0022117674583622036,0.0015086403793726384,0.001106609879970399,0.0013231099853120763,0.002685080966516197,0.0023043658517985007,0.0029562384316481672,0.0012452104465306053,0.0018946547972189727,0.002271046058725663,0.0026116171190832386,0.002673433634069479,0.0022370392170301488,0.0020265150012100863,0.0010341556276336902,0.002451880004848525,0.0010069599199074432,0.0011166175963752102,0.0016040391019511533,0.0029374407514734017,0.0012861238520025836,0.001641683036173456,0.001533258791169724,0.001961776193986842,0.0012574049899190549,0.0023821689274190626,0.002427236969703428,0.0023227769600943906,0.001741360856705861,0.002336542796992299,0.0012990463325623064,0.00180093787590373,0.00241046527132873,0.0027137867491245325,0.001047129689508244,0.002781402300025098,0.002062359559077008,0.001955682627373487,0.0013653735810656975,0.001961377080238333,0.001944761122168895,0.0022906955592135636,0.0028640283223418756,0.002854635319682565,0.0018016055249322023,0.002719319148782806,0.0014041059421814068,0.0018002303023816487,0.0023777751936728763,0.0013873311189618275,0.0010954411750822895,0.0027447680912423443,0.0023272905550233156,0.002991223346164258,0.002350437280216202,0.0011748364547850506,0.002417651172020623,0.0026789732952356717,0.0029116560243020316,0.001688803290874992,0.0024061491712103265,0.0016551092140698151,0.0027714658930187595,0.002680408815516031,0.00111092136021732,0.0016404053079291444,0.0014313016900704123,0.0017693546425927259,0.0011422181695905237,0.001504890862972761
0.0015444014028629803,0.0027030914614707973,0.0026041074896301273,0.0025994776350518898,0.002497096461363404,0.0012672285470724423,0.002807202088861702,0.002127623651013085,0.001672722322019414,0.0027188231307965264,0.0010333014864504929,0.0016742802301904665,0.00242235669614736,0.0018550957922502632,0.0017364257571034717,0.0014730553747334158,0.0012362543011777978,0.002446894645108575,0.0013768187324624203,0.002857604447999474,0.002250258988290516,0.001391113620294984,0.0027990561453702352,0.0010259555628485402,0.0010346354712012459,0.0029547898087753143,0.0016716215842415769,0.001351463713445962,0.0022176723140601103,0.0027821024538696123,0.002204589105706791,0.002505773020426899,0.0026997548926369023,0.0010274845668803213,0.002586615319103712,0.002242820843647746,0.0018763277813524035,0.0022951318927786337,0.0024455328232883067,0.0024333677437399677,0.0016603061348789872,0.002059130195302924,0.0022607470789214232,0.0016319697523975234,0.0014852220201169723,0.0026437083249982937,0.0018265540017494677,0.0018802126135964421,0.0015264365014545068,0.002994664345489939,0.001769976234170638,0.002862384512002735,0.0020144204515786805,0.0017241066579852188,0.001932742762469355,0.001212116226914855,0.0019975322164762716,0.002317097088784595,0.0015139019059214037,0.0023694281102816864,0.0016515824762338986,0.001680516892078896,0.0025223703684495355,0.0015703746834422171,0.0011298038806643795,0.002126721871069368,0.0027293585945084376,0.0016633575358676882,0.0010935386172848324,0.002136684671662491,0.0016381119432232684
0.001921733531057244,0.00231154941121956,0.002808683174760848,0.0021992340101171697,0.002661374255725808,0.002559640029539714,0.0022413834765235255,0.0015567903831989957,0.0019402110008862059,0.0020509069080476795,0.0016761593120834858,0.001133641045231827,0.0014333750072238068,0.0022012989789581884,0.001499035571847799,0.002260683388469251,0.001245853996732418,0.0018727615172268878,0.0023754685662600843,0.002617236866786089,0.0021447927910671688,0.001936239249911906,0.0021482453004240632,0.001992628626495935,0.0011650039294641482,0.002955193394146298,0.0011270474110453524,0.0016258932609765175,0.0017278952858989396,0.0024447608339037766,0.0019628403355900744,0.0019368884511615021,0.0022701030652647197,0.0015806121861380751,0.0026227957887374536,0.0026122074795931803,0.002548766895543202,0.0026272446519514433,0.0013636756296433426,0.002913948712673615,0.0013074049238467429,0.0017070812705478032,0.0026625340055842772,0.0012839242161407035,0.0016797494499730115,0.002461745203499537,0.0010501862206578343,0.0017417591564307855,0.0012055024252219239,0.002773870724905819,0.0016553887746447375,0.0015887844734353358,0.002342696132486599,0.0015038976663328426,0.0019556867698385986,0.0013831960428031787,0.0019644184437703437,0.0014412809053640666,0.001414178329695889,0.0011137262054967765,0.0013162002547070226,0.0011448805261312517,0.0022532393883288315,0.0010196361796643936,0.001355893718165347,0.0020862524703683305,0.0011319984373527685,0.002121392346119858,0.002564666052898736,0.001364642524338045,0.0016926763662041397
0.0012305582059307003,0.0015191836725308014,0.0024054988689129987,0.0015509932484827024,0.0028146476857070935,0.0013421335931270968,0.001971902804990617,0.0029033162268900735,0.0022676619231582324,0.0017566725472790117,0.0015985083093662663,0.0013602450414569723,0.0028506419591921945,0.0010846255975987401,0.0014201792902303722,0.0022555291107997774,0.0016614680848751325,0.002434739271636792,0.002026467489759273,0.0013569234619840922,0.0016941250949654594,0.001085436076569865,0.0016594634641839403,0.0011857899129978828,0.002743909458516931,0.0019030609174685836,0.002949211279173675,0.0021230332420699195,0.0022932015593561195,0.0029538164477648054,0.0017662159447866075,0.0016490026746221673,0.0029324184156857887,0.0015558632411440797,0.0018581416471364323,0.0019513702542902514,0.001260993376292865,0.0013538710695760623,0.0014053747484275279,0.0020900745933479722,0.0020514595130314527,0.002056298929746396,0.0012615287997449368,0.0020216903459046257,0.0020816252713108763,0.0021462588213427437,0.001752024096365568,0.0027314334618297005,0.002841155891535179,0.0016745222905284402,0.0027400562826674617,0.001343362858213005,0.0020777932842012763,0.0014953104024183375,0.002219840736422873,0.0014667116577891572,0.0010707758888712892,0.0016874282303812804,0.0013646217882630762,0.0022518673571786966,0.002531880161707431,0.0028531508308304652,0.0013038301603855436,0.0027610827060486945,0.0011491780581747847,0.001908390544989696,0.00168559367715525,0.0011514326180900882,0.002600652472251398,0.0025046940295733624,0.0017561404472140555
0.0012728456858244338,0.0020676846158880846,0.0015364068502281701,0.0011566970236640704,0.0016244231477219194,0.002421493852337234,0.0026224461943946563,0.0020643566010556088,0.002700374698255438,0.002620225656724388,0.002155905357977335,0.0024214085482284426,0.0019233814793616336,0.0024969474004578707,0.0014528414887331569,0.0010732649840809545,0.0017441079034586967,0.0015802566818093676,0.0025883835792406737,0.002930963043180621,0.002765378425817303,0.0014190171634557848,0.001081378675532348,0.002666260584210531,0.001435608724221463,0.001973847773665177,0.0015222365463658154,0.0017121654488696052,0.0025886477468921956,0.002468065326029548,0.002408058894589386,0.0018936313359697956,0.001715554058894606,0.0014653057340815864,0.0025925520935193925,0.0016055833837037442,0.0019763078645216718,0.0019986537932269567,0.00225005592676301,0.0025003993469119782,0.001868243525092598,0.0012495688773529034,0.0011878011679813034,0.0027355583170799395,0.0027535188974276217,0.0011379213291926975,0.0019005838601313743,0.0020192512588432182,0.0029891849022201876,0.002833305078905549,0.001110756930951142,0.0023353250377970733,0.001819595533797862,0.0029732666531993705,0.002574390274465402,0.002947423910374688,0.002239172079726711,0.0024606916866289383,0.001546283225177584,0.0013547754041037697,0.0023009978845349973,0.0013247001976347504,0.0016253423695895873,0.0014146928925062806,0.001977482738460128,0.00282705389182205,0.0029479783933806136,0.001822409399782047,0.0025524634572296687,0.0013366492887895052,0.0010849760821159526
